weather,distance,ride_count,average_fare
rainy,9.06,12,55.21333333333334
rainy,9.07,11,51.62545454545455
rainy,9.08,17,53.34294117647059
rainy,9.09,15,53.11333333333334
rainy,9.1,9,58.041111111111114
rainy,9.11,13,59.36615384615384
rainy,9.12,21,62.579047619047635
rainy,9.13,15,51.49000000000001
rainy,9.14,14,53.277142857142856
rainy,9.15,7,38.848571428571425
rainy,9.16,14,43.56142857142858
rainy,9.17,16,44.27625000000001
rainy,9.18,8,44.557500000000005
rainy,9.19,13,65.28076923076922
rainy,9.2,10,53.325
rainy,9.21,15,47.139333333333326
rainy,9.22,11,55.46636363636364
rainy,9.23,15,50.84666666666667
rainy,9.24,12,45.926666666666655
rainy,9.25,9,59.19444444444444
rainy,9.26,9,53.18777777777778
rainy,9.27,13,43.91538461538461
rainy,9.28,18,56.977777777777774
rainy,9.29,18,47.11611111111111
rainy,9.3,20,54.4585
rainy,9.31,12,48.875833333333325
rainy,9.32,21,50.04714285714286
rainy,9.33,10,48.85600000000001
rainy,9.34,13,55.90538461538461
rainy,9.35,12,61.12083333333333
rainy,9.36,15,46.843333333333334
rainy,9.37,4,29.82
rainy,9.38,9,48.01111111111111
rainy,9.39,10,52.815999999999995
rainy,9.4,8,60.03374999999999
rainy,9.41,18,56.86888888888888
rainy,9.42,13,62.25230769230768
rainy,9.43,22,60.400000000000006
rainy,9.44,6,46.346666666666664
rainy,9.45,15,60.85133333333332
rainy,9.46,11,46.58181818181819
rainy,9.47,11,40.99090909090909
rainy,9.48,14,54.73214285714285
rainy,9.49,12,48.08583333333333
rainy,9.5,15,58.32266666666667
rainy,9.51,17,45.15235294117647
rainy,9.52,14,56.909285714285716
rainy,9.53,15,51.614000000000004
rainy,9.54,11,44.95363636363636
rainy,9.55,13,45.643846153846155
rainy,9.56,18,50.370555555555555
rainy,9.57,11,48.07363636363637
rainy,9.58,10,67.336
rainy,9.59,17,53.35470588235293
rainy,9.6,17,57.53764705882353
rainy,9.61,11,48.86454545454546
rainy,9.62,16,47.606875
rainy,9.63,11,55.43
rainy,9.64,13,32.84384615384616
rainy,9.65,13,43.78923076923076
rainy,9.66,13,51.157692307692294
rainy,9.67,11,57.67272727272728
rainy,9.68,15,47.85666666666666
rainy,9.69,17,44.98117647058824
rainy,9.7,8,42.16875
rainy,9.71,6,46.76166666666666
rainy,9.72,20,59.99649999999999
rainy,9.73,14,49.74642857142857
rainy,9.74,12,61.114166666666655
rainy,9.75,16,65.715
rainy,9.76,12,47.24000000000001
rainy,9.77,15,65.54133333333333
rainy,9.78,11,53.90090909090909
rainy,9.79,14,57.980000000000004
rainy,9.8,11,59.45181818181818
rainy,9.81,11,53.449999999999996
rainy,9.82,16,47.587500000000006
rainy,9.83,9,62.02777777777779
rainy,9.84,7,43.90571428571428
rainy,9.85,19,53.63052631578947
rainy,9.86,13,44.70615384615384
rainy,9.87,12,44.69916666666666
rainy,9.88,9,49.901111111111106
rainy,9.89,16,50.93625
rainy,9.9,13,49.216923076923074
rainy,9.91,21,60.57619047619047
rainy,9.92,10,54.504999999999995
rainy,9.93,14,50.855714285714285
rainy,9.94,23,55.62565217391304
rainy,9.95,18,43.1188888888889
rainy,9.96,10,52.036
rainy,9.97,13,41.371538461538464
rainy,9.98,13,57.11692307692309
rainy,9.99,15,42.27599999999999
rainy,10,10,54.799
rainy,10.01,14,51.19928571428572
rainy,10.02,11,50.86636363636364
rainy,10.03,12,50.94166666666667
rainy,10.04,17,50.15882352941177
rainy,10.05,8,51.55
rainy,10.06,13,57.8576923076923
rainy,10.07,13,54.864615384615384
rainy,10.08,14,53.577857142857155
rainy,10.09,14,46.507857142857134
rainy,10.1,12,49.81916666666667
rainy,10.11,7,44.455714285714286
rainy,10.12,24,53.55375000000001
rainy,10.13,8,48.59375
rainy,10.14,12,43.20249999999999
rainy,10.15,14,44.880714285714284
rainy,10.16,16,59.408125
rainy,10.17,10,70.103
rainy,10.18,12,55.76500000000001
rainy,10.19,18,52.54166666666667
rainy,10.2,9,54.70444444444445
rainy,10.21,13,62.870000000000005
rainy,10.22,11,57.10363636363636
rainy,10.23,9,58.53333333333334
rainy,10.24,7,50.15857142857143
rainy,10.25,11,51.33454545454545
rainy,10.26,13,55.22538461538462
rainy,10.27,8,60.33375000000001
rainy,10.28,14,45.44357142857143
rainy,10.29,10,58.56600000000001
rainy,10.3,10,51.076
rainy,10.31,8,54.916250000000005
rainy,10.32,4,47.84
rainy,10.33,7,39.978571428571435
rainy,10.34,17,58.88294117647059
rainy,10.35,15,51.78866666666668
rainy,10.36,10,49.8
rainy,10.37,16,56.318125
rainy,10.38,11,54.969090909090916
rainy,10.39,14,43.177857142857135
rainy,10.4,11,58.709090909090904
rainy,10.41,16,38.81812500000001
rainy,10.42,13,63.47923076923076
rainy,10.43,16,47.30187500000001
rainy,10.44,11,56.91454545454545
rainy,10.45,12,60.05833333333334
rainy,10.46,19,50.64842105263157
rainy,10.47,13,53.42769230769231
rainy,10.48,15,59.57333333333334
rainy,10.49,9,61.96888888888889
rainy,10.5,7,48.828571428571436
rainy,10.51,13,49.35153846153845
rainy,10.52,10,41.596000000000004
rainy,10.53,15,39.718666666666664
rainy,10.54,16,54.973125
rainy,10.55,13,67.74307692307693
rainy,10.56,8,60.6125
rainy,10.57,12,49.649166666666666
rainy,10.58,13,39.54076923076923
rainy,10.59,10,57.278000000000006
rainy,10.6,7,44.23142857142857
rainy,10.61,10,53.09499999999999
rainy,10.62,5,79.43399999999998
rainy,10.63,17,51.132352941176485
rainy,10.64,17,60.90941176470589
rainy,10.65,17,57.55117647058823
rainy,10.66,6,49.419999999999995
rainy,10.67,16,50.019375
rainy,10.68,12,53.343333333333334
rainy,10.69,19,55.40631578947369
rainy,10.7,12,42.19416666666667
rainy,10.71,10,49.558
rainy,10.72,13,50.54
rainy,10.73,11,66.59363636363636
rainy,10.74,16,45.170624999999994
rainy,10.75,17,55.53294117647059
rainy,10.76,12,65.50500000000001
rainy,10.77,13,45.41615384615385
rainy,10.78,13,62.957692307692305
rainy,10.79,9,53.39888888888888
rainy,10.8,16,40.73
rainy,10.81,12,43.82083333333333
rainy,10.82,21,51.26619047619048
rainy,10.83,5,59.370000000000005
rainy,10.84,12,51.71083333333334
rainy,10.85,12,62.014166666666675
rainy,10.86,12,54.54500000000001
rainy,10.87,21,54.20571428571429
rainy,10.88,12,50.1825
rainy,10.89,17,54.83529411764705
rainy,10.9,15,38.87933333333333
rainy,10.91,19,50.26578947368422
rainy,10.92,14,48.674285714285716
rainy,10.93,13,44.812307692307705
rainy,10.94,14,46.355000000000004
rainy,10.95,21,59.56999999999999
rainy,10.96,15,56.96600000000001
rainy,10.97,15,55.71
rainy,10.98,7,52.364285714285714
rainy,10.99,13,58.32846153846154
